,image_path,mask_path,mask
24,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_16.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_16_mask.tif,1
25,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_19.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_19_mask.tif,1
26,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_18.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_18_mask.tif,1
27,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_17.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_17_mask.tif,1
28,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_11.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_11_mask.tif,0
29,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_10.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_10_mask.tif,0
30,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_15.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_15_mask.tif,1
31,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_12.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_12_mask.tif,1
32,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_14.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_14_mask.tif,1
33,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_13.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_13_mask.tif,1
34,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_9.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_9_mask.tif,0
35,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_5.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_5_mask.tif,0
36,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_7.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_7_mask.tif,0
37,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_8.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_8_mask.tif,0
38,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_6.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_6_mask.tif,0
39,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_20.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_20_mask.tif,0
40,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_3.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_3_mask.tif,0
41,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_4.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_4_mask.tif,0
42,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_2.tif,./data/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_2_mask.tif,0
43,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_6.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_6_mask.tif,0
44,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_14.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_14_mask.tif,1
45,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_5.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_5_mask.tif,0
46,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_20.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_20_mask.tif,0
47,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_12.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_12_mask.tif,1
48,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_4.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_4_mask.tif,0
49,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_16.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_16_mask.tif,0
50,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_3.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_3_mask.tif,0
51,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_1.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_1_mask.tif,0
52,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_19.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_19_mask.tif,0
53,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_17.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_17_mask.tif,0
54,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_8.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_8_mask.tif,0
55,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_2.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_2_mask.tif,0
56,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_15.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_15_mask.tif,0
57,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_11.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_11_mask.tif,1
58,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_9.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_9_mask.tif,1
59,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_10.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_10_mask.tif,1
60,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_18.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_18_mask.tif,0
61,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_7.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_7_mask.tif,0
62,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_13.tif,./data/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_13_mask.tif,1
63,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_13.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_13_mask.tif,1
64,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_20.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_20_mask.tif,1
65,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_3.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_3_mask.tif,0
66,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_9.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_9_mask.tif,0
67,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_23.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_23_mask.tif,0
68,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_16.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_16_mask.tif,1
69,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_14.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_14_mask.tif,1
70,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_10.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_10_mask.tif,0
71,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_7.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_7_mask.tif,0
72,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_19.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_19_mask.tif,1
73,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_17.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_17_mask.tif,1
74,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_6.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_6_mask.tif,0
75,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_4.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_4_mask.tif,0
76,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_11.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_11_mask.tif,0
77,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_8.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_8_mask.tif,0
78,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_22.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_22_mask.tif,1
79,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_2.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_2_mask.tif,0
80,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_1.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_1_mask.tif,0
81,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_18.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_18_mask.tif,1
82,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_21.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_21_mask.tif,1
83,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_15.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_15_mask.tif,1
84,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_24.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_24_mask.tif,0
85,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_5.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_5_mask.tif,0
86,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_12.tif,./data/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_12_mask.tif,1
87,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_10.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_10_mask.tif,1
88,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_13.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_13_mask.tif,1
89,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_12.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_12_mask.tif,1
90,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_17.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_17_mask.tif,0
91,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_9.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_9_mask.tif,1
92,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_19.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_19_mask.tif,0
93,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_20.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_20_mask.tif,0
94,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_15.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_15_mask.tif,0
95,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_8.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_8_mask.tif,1
96,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_5.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_5_mask.tif,0
97,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_2.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_2_mask.tif,0
98,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_1.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_1_mask.tif,0
99,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_14.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_14_mask.tif,1
100,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_6.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_6_mask.tif,1
101,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_7.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_7_mask.tif,1
102,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_4.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_4_mask.tif,0
103,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_16.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_16_mask.tif,0
104,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_18.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_18_mask.tif,0
105,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_3.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_3_mask.tif,0
106,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_11.tif,./data/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_11_mask.tif,1
107,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_10.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_10_mask.tif,1
108,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_2.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_2_mask.tif,0
109,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_3.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_3_mask.tif,0
110,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_17.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_17_mask.tif,0
111,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_12.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_12_mask.tif,1
112,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_18.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_18_mask.tif,0
113,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_13.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_13_mask.tif,0
114,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_1.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_1_mask.tif,0
115,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_7.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_7_mask.tif,1
116,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_16.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_16_mask.tif,0
117,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_20.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_20_mask.tif,0
118,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_6.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_6_mask.tif,1
119,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_5.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_5_mask.tif,1
120,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_4.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_4_mask.tif,0
121,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_19.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_19_mask.tif,0
122,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_9.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_9_mask.tif,1
123,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_11.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_11_mask.tif,1
124,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_15.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_15_mask.tif,0
125,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_14.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_14_mask.tif,0
126,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_8.tif,./data/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_8_mask.tif,1
127,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_18.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_18_mask.tif,0
128,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_12.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_12_mask.tif,1
129,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_16.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_16_mask.tif,0
130,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_11.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_11_mask.tif,0
131,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_20.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_20_mask.tif,0
132,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_7.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_7_mask.tif,0
133,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_8.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_8_mask.tif,0
134,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_1.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_1_mask.tif,0
135,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_17.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_17_mask.tif,0
136,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_3.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_3_mask.tif,0
137,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_6.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_6_mask.tif,0
138,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_19.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_19_mask.tif,0
139,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_14.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_14_mask.tif,1
140,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_5.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_5_mask.tif,0
141,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_9.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_9_mask.tif,0
142,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_2.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_2_mask.tif,0
143,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_13.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_13_mask.tif,1
144,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_15.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_15_mask.tif,0
145,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_4.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_4_mask.tif,0
146,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_10.tif,./data/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_10_mask.tif,0
147,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_1.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_1_mask.tif,0
148,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_6.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_6_mask.tif,0
149,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_12.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_12_mask.tif,0
150,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_17.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_17_mask.tif,1
151,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_22.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_22_mask.tif,0
152,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_24.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_24_mask.tif,0
153,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_7.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_7_mask.tif,0
154,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_2.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_2_mask.tif,0
155,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_5.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_5_mask.tif,0
156,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_19.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_19_mask.tif,0
157,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_10.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_10_mask.tif,0
158,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_3.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_3_mask.tif,0
159,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_8.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_8_mask.tif,0
160,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_13.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_13_mask.tif,0
161,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_20.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_20_mask.tif,0
162,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_21.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_21_mask.tif,0
163,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_9.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_9_mask.tif,0
164,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_4.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_4_mask.tif,0
165,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_15.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_15_mask.tif,1
166,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_11.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_11_mask.tif,0
167,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_18.tif,./data/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_18_mask.tif,0
